Date,Document Number,Name,Item,Brand,Category,Quantity,Item Rate,Amount (Tax),Amount (Shipping),Amount (Transaction Total),Amount (Discount),Amount,Shipping State/Province
05/01/2023,SO1406,Maple Grocers,Spring Water 24pk,Aurora,Snacks,29,34.22,69.66,3.25,1233.99,0.0,1161.08,DE
05/01/2023,SO1407,Cedar Mart,Cola 12pk,Crestline,Personal Care,76,42.59,227.23,32.48,4046.81,0.0,3787.1,NY
05/01/2023,SO1408,Oakwood Retail,Cola 12pk,Northwind,Household,119,24.53,204.92,11.53,3631.76,0.0,3415.31,NY
05/01/2023,SO1409,Willow Distributors,Dish Soap,Vanta,Household,102,19.13,136.98,1.84,2421.79,0.0,2282.97,MA
05/01/2023,SO1410,Willow Distributors,Dish Soap,Vanta,Personal Care,7,37.7,18.53,40.04,367.33,0.0,308.76,MD
05/01/2023,SO1411,Oakwood Retail,Dish Soap,Aurora,Beverages,58,43.7,177.93,44.19,3187.6,0.0,2965.48,CT
05/01/2023,SO1412,Maple Grocers,Cola 12pk,Crestline,Personal Care,103,28.09,203.11,26.25,3614.49,0.0,3385.13,PA
05/01/2023,SO1413,Maple Grocers,Cola 12pk,Northwind,Personal Care,110,24.64,190.27,24.56,3386.0,0.0,3171.17,NY
05/01/2023,SO1414,Summit Foods,Trail Mix,Vanta,Beverages,21,9.46,13.95,40.79,287.17,0.0,232.43,MA
05/01/2023,SO1415,Harbor Wholesale,Spring Water 24pk,Aurora,Personal Care,106,29.16,216.99,37.39,3870.8,0.0,3616.42,PA
05/01/2023,SO1416,Summit Foods,Hand Lotion,Vanta,Snacks,93,27.9,182.15,29.0,3246.95,0.0,3035.8,CT
05/01/2023,SO1417,Maple Grocers,Trail Mix,Vanta,Snacks,102,22.21,159.03,19.56,2829.13,0.0,2650.54,MA
05/01/2023,SO1418,Cedar Mart,Cola 12pk,Crestline,Personal Care,96,23.02,155.14,2.22,2742.97,0.0,2585.61,PA
05/01/2023,SO1419,Cedar Mart,Cola 12pk,Northwind,Household,102,39.21,280.76,40.48,5000.56,0.0,4679.32,MA
05/01/2023,SO1420,Pine Street Deli,Cola 12pk,Crestline,Personal Care,44,42.13,130.13,36.76,2335.74,0.0,2168.85,NY
05/01/2023,SO1421,Pine Street Deli,Cola 12pk,Northwind,Household,102,20.16,144.35,18.63,2568.87,0.0,2405.89,NY
05/01/2023,SO1422,Pine Street Deli,Trail Mix,Crestline,Personal Care,76,32.22,171.9,2.44,3039.34,0.0,2865.0,PA
06/01/2023,SO1423,Oakwood Retail,Cola 12pk,Vanta,Household,73,44.64,203.34,3.08,3595.49,0.0,3389.07,PA
06/01/2023,SO1424,Willow Distributors,Cola 12pk,Aurora,Personal Care,49,23.18,70.88,29.62,1281.75,0.0,1181.25,CT
06/01/2023,SO1425,Summit Foods,Dish Soap,Crestline,Beverages,62,27.0,104.46,33.11,1878.53,0.0,1740.96,PA
06/01/2023,SO1426,Oakwood Retail,Hand Lotion,Aurora,Household,44,26.76,73.47,13.35,1311.36,0.0,1224.54,DE
06/01/2023,SO1427,Harbor Wholesale,Trail Mix,Vanta,Household,10,24.89,15.53,43.41,317.8,0.0,258.86,MA
06/01/2023,SO1428,Summit Foods,Spring Water 24pk,Crestline,Snacks,96,38.72,231.95,43.36,4141.11,0.0,3865.8,NY
06/01/2023,SO1429,Birch & Co,Trail Mix,Aurora,Snacks,45,17.03,47.82,11.93,856.75,0.0,797.0,NJ
06/01/2023,SO1430,Lakeside Provisions,Dish Soap,Aurora,Personal Care,57,31.57,112.29,30.93,2014.69,0.0,1871.47,NJ
06/01/2023,SO1431,Maple Grocers,Cola 12pk,Northwind,Snacks,42,10.95,28.7,44.08,551.08,0.0,478.3,CT
06/01/2023,SO1432,Cedar Mart,Trail Mix,Vanta,Household,49,39.62,121.14,1.46,2141.64,0.0,2019.04,PA
06/01/2023,SO1433,Maple Grocers,Spring Water 24pk,Crestline,Snacks,27,3.22,5.43,41.0,136.85,0.0,90.42,MA
06/01/2023,SO1434,Summit Foods,Hand Lotion,Aurora,Snacks,57,34.23,121.75,8.04,2158.94,0.0,2029.15,NJ
06/01/2023,SO1435,Cedar Mart,Trail Mix,Vanta,Household,104,26.36,171.07,37.83,3060.0,0.0,2851.1,NJ
06/01/2023,SO1436,Pine Street Deli,Cola 12pk,Aurora,Beverages,16,3.27,3.26,14.35,72.02,0.0,54.41,PA
06/01/2023,SO1437,Cedar Mart,Cola 12pk,Crestline,Personal Care,50,16.71,52.14,27.99,949.05,0.0,868.92,NY
06/01/2023,SO1438,Pine Street Deli,Trail Mix,Vanta,Beverages,108,13.91,93.74,31.7,1687.81,0.0,1562.37,PA
06/01/2023,SO1439,Cedar Mart,Dish Soap,Northwind,Snacks,92,37.38,214.59,6.42,3797.53,0.0,3576.52,NJ
06/01/2023,SO1440,Pine Street Deli,Cola 12pk,Crestline,Snacks,87,34.96,189.79,27.06,3380.03,0.0,3163.18,NY
06/01/2023,SO1441,Lakeside Provisions,Cola 12pk,Vanta,Household,100,38.29,238.93,19.61,4240.7,0.0,3982.16,NJ
06/01/2023,SO1442,Riverside Market,Trail Mix,Vanta,Snacks,83,42.15,218.3,5.13,3861.82,0.0,3638.39,CT
06/01/2023,SO1443,Harbor Wholesale,Spring Water 24pk,Crestline,Household,72,10.3,46.28,38.54,856.08,0.0,771.26,CT
06/01/2023,SO1444,Cedar Mart,Dish Soap,Northwind,Household,72,15.64,70.27,35.41,1276.8,0.0,1171.12,PA
06/01/2023,SO1445,Pine Street Deli,Dish Soap,Aurora,Snacks,26,32.76,53.15,23.68,962.66,0.0,885.83,NJ
06/01/2023,SO1446,Cedar Mart,Dish Soap,Aurora,Snacks,26,29.08,47.18,2.29,835.79,0.0,786.32,CT
06/01/2023,SO1447,Riverside Market,Dish Soap,Crestline,Household,54,44.59,150.25,33.8,2688.22,0.0,2504.17,MA
06/01/2023,SO1448,Harbor Wholesale,Trail Mix,Northwind,Personal Care,80,34.49,172.17,6.5,3048.24,0.0,2869.57,NY
06/01/2023,SO1449,Willow Distributors,Dish Soap,Vanta,Personal Care,80,4.03,20.12,1.11,356.53,0.0,335.3,DE
06/01/2023,SO1450,Birch & Co,Trail Mix,Vanta,Snacks,10,18.62,11.62,40.94,246.21,0.0,193.65,DE
06/01/2023,SO1451,Birch & Co,Hand Lotion,Aurora,Household,79,31.7,156.27,22.3,2783.04,0.0,2604.47,NJ
06/01/2023,SO1452,Willow Distributors,Volume Discount,Aurora,Beverages,1,-199.48,0.0,0.0,0.0,96.71,-101.25,MD
06/01/2023,SO1453,Birch & Co,Damaged,Northwind,Snacks,7,37.69,0.0,0.0,0.0,0.0,273.78,DE
07/01/2023,SO1454,Riverside Market,Trail Mix,Vanta,Personal Care,51,31.58,87.94,32.73,1586.3,0.0,1465.63,NJ
07/01/2023,SO1455,Maple Grocers,Hand Lotion,Vanta,Snacks,31,39.46,66.79,48.16,1228.12,0.0,1113.17,MA
07/01/2023,SO1456,Cedar Mart,Cola 12pk,Vanta,Beverages,60,21.16,69.32,47.18,1271.84,0.0,1155.34,MA
07/01/2023,SO1457,Pine Street Deli,Spring Water 24pk,Vanta,Personal Care,84,39.01,178.92,48.23,3209.07,0.0,2981.92,PA
07/01/2023,SO1458,Harbor Wholesale,Cola 12pk,Aurora,Beverages,23,14.52,18.23,49.2,371.33,0.0,303.9,NJ
07/01/2023,SO1459,Oakwood Retail,Spring Water 24pk,Vanta,Beverages,5,16.47,4.5,36.22,115.66,0.0,74.94,NJ
07/01/2023,SO1460,Maple Grocers,Dish Soap,Vanta,Personal Care,38,11.95,24.79,1.56,439.58,0.0,413.23,NY
07/01/2023,SO1461,Lakeside Provisions,Dish Soap,Northwind,Personal Care,29,33.03,52.3,28.14,952.1,0.0,871.66,CT
07/01/2023,SO1462,Lakeside Provisions,Spring Water 24pk,Vanta,Snacks,112,22.87,139.85,48.41,2519.17,0.0,2330.91,DE
07/01/2023,SO1463,Riverside Market,Trail Mix,Crestline,Personal Care,50,11.56,31.56,4.56,562.1,0.0,525.98,MA
07/01/2023,SO1464,Harbor Wholesale,Spring Water 24pk,Northwind,Beverages,12,35.38,23.18,42.24,451.77,0.0,386.35,PA
07/01/2023,SO1465,Birch & Co,Hand Lotion,Vanta,Personal Care,75,29.3,119.98,6.56,2126.26,0.0,1999.72,MD
07/01/2023,SO1466,Harbor Wholesale,Hand Lotion,Northwind,Household,57,41.3,128.53,48.38,2319.14,0.0,2142.23,NY
07/01/2023,SO1467,Harbor Wholesale,Spring Water 24pk,Crestline,Beverages,24,36.45,47.76,24.08,867.91,0.0,796.07,MD
07/01/2023,SO1468,Willow Distributors,Spring Water 24pk,Vanta,Snacks,82,28.13,125.94,30.37,2255.37,0.0,2099.06,NY
07/01/2023,SO1469,Riverside Market,Cola 12pk,Aurora,Beverages,88,21.07,101.24,10.03,1798.56,0.0,1687.29,CT
07/01/2023,SO1470,Harbor Wholesale,Spring Water 24pk,Aurora,Personal Care,64,5.7,19.92,29.1,380.99,0.0,331.97,CT
07/01/2023,SO1471,Birch & Co,Trail Mix,Northwind,Beverages,6,36.5,11.96,15.52,226.77,0.0,199.29,NY
07/01/2023,SO1472,Harbor Wholesale,Cola 12pk,Crestline,Household,81,9.28,41.04,23.23,748.3,0.0,684.03,MA
07/01/2023,SO1473,Willow Distributors,Lost,Northwind,Household,6,15.25,0.0,0.0,0.0,0.0,571.24,PA
08/01/2023,SO1474,Lakeside Provisions,Dish Soap,Northwind,Household,106,41.13,213.15,36.21,3801.85,0.0,3552.49,NJ
08/01/2023,SO1475,Lakeside Provisions,Cola 12pk,Northwind,Personal Care,55,7.41,19.93,12.1,364.12,0.0,332.09,NJ
08/01/2023,SO1476,Lakeside Provisions,Cola 12pk,Crestline,Household,50,8.98,21.95,24.94,412.75,0.0,365.86,DE
08/01/2023,SO1477,Lakeside Provisions,Trail Mix,Vanta,Household,90,11.83,52.05,17.3,936.9,0.0,867.55,CT
08/01/2023,SO1478,Birch & Co,Hand Lotion,Northwind,Snacks,44,3.41,7.34,16.32,145.92,0.0,122.26,MD
08/01/2023,SO1479,Pine Street Deli,Trail Mix,Northwind,Personal Care,6,25.44,7.46,44.13,175.97,0.0,124.38,NJ
08/01/2023,SO1480,Lakeside Provisions,Cola 12pk,Vanta,Snacks,34,4.39,7.3,3.93,132.85,0.0,121.62,CT
08/01/2023,SO1481,Pine Street Deli,Trail Mix,Northwind,Household,26,16.53,21.01,48.87,420.08,0.0,350.2,DE
08/01/2023,SO1482,Cedar Mart,Dish Soap,Aurora,Beverages,94,31.96,146.88,40.03,2634.87,0.0,2447.96,MA
08/01/2023,SO1483,Maple Grocers,Dish Soap,Northwind,Personal Care,102,4.73,23.59,33.52,450.23,0.0,393.12,DE
08/01/2023,SO1484,Riverside Market,Trail Mix,Aurora,Snacks,108,29.73,156.98,35.32,2808.6,0.0,2616.3,CT
08/01/2023,SO1485,Oakwood Retail,Dish Soap,Northwind,Beverages,10,27.98,13.68,30.83,272.5,0.0,227.99,NY
08/01/2023,SO1486,Riverside Market,Hand Lotion,Northwind,Snacks,99,25.73,124.54,35.45,2235.59,0.0,2075.6,DE
08/01/2023,SO1487,Lakeside Provisions,Trail Mix,Northwind,Household,12,42.79,25.1,31.27,474.77,0.0,418.4,MD
08/01/2023,SO1488,Lakeside Provisions,Hand Lotion,Crestline,Household,88,17.26,74.26,40.74,1352.63,0.0,1237.63,PA
08/01/2023,SO1489,Oakwood Retail,Cola 12pk,Crestline,Personal Care,11,30.75,16.54,27.65,319.81,0.0,275.62,CT
08/01/2023,SO1490,Cedar Mart,Dish Soap,Aurora,Snacks,10,37.33,18.25,22.62,345.05,0.0,304.18,PA
08/01/2023,SO1491,Lakeside Provisions,Spring Water 24pk,Crestline,Snacks,7,4.71,1.61,8.2,36.68,0.0,26.87,DE
08/01/2023,SO1492,Summit Foods,Volume Discount,Aurora,Household,1,-150.47,0.0,0.0,0.0,126.79,-137.05,MA
08/01/2023,SO1493,Willow Distributors,Lost,Crestline,Snacks,3,12.21,0.0,0.0,0.0,0.0,781.9,CT
09/01/2023,SO1494,Harbor Wholesale,Hand Lotion,Crestline,Snacks,49,10.65,24.42,39.48,470.94,0.0,407.04,CT
09/01/2023,SO1495,Pine Street Deli,Hand Lotion,Crestline,Personal Care,59,4.83,13.34,8.08,243.7,0.0,222.28,CT
09/01/2023,SO1496,Oakwood Retail,Trail Mix,Northwind,Snacks,74,33.21,115.01,11.42,2043.31,0.0,1916.88,DE
09/01/2023,SO1497,Summit Foods,Cola 12pk,Vanta,Beverages,100,25.78,120.65,24.66,2156.15,0.0,2010.84,MA
09/01/2023,SO1498,Riverside Market,Spring Water 24pk,Aurora,Beverages,32,11.38,17.04,34.01,335.09,0.0,284.04,CT
09/01/2023,SO1499,Harbor Wholesale,Spring Water 24pk,Northwind,Snacks,97,20.57,93.38,10.18,1659.89,0.0,1556.33,NJ
09/01/2023,SO1500,Birch & Co,Hand Lotion,Northwind,Household,11,22.43,11.55,43.41,247.41,0.0,192.45,NJ
09/01/2023,SO1501,Cedar Mart,Spring Water 24pk,Vanta,Beverages,35,20.47,33.53,42.31,634.67,0.0,558.83,MA
09/01/2023,SO1502,Maple Grocers,Spring Water 24pk,Vanta,Household,41,17.53,33.64,18.55,612.8,0.0,560.61,MA
09/01/2023,SO1503,Maple Grocers,Cola 12pk,Crestline,Personal Care,24,24.2,27.18,27.17,507.37,0.0,453.02,MD
09/01/2023,SO1504,Riverside Market,Spring Water 24pk,Northwind,Snacks,55,27.3,70.27,21.93,1263.37,0.0,1171.17,NY
09/01/2023,SO1505,Willow Distributors,Cola 12pk,Northwind,Household,102,23.44,111.89,43.67,2020.45,0.0,1864.89,MD
09/01/2023,SO1506,Pine Street Deli,Hand Lotion,Crestline,Beverages,38,36.3,64.56,32.75,1173.24,0.0,1075.93,PA
09/01/2023,SO1507,Cedar Mart,Cola 12pk,Vanta,Snacks,119,27.88,155.27,45.62,2788.71,0.0,2587.82,DE
09/01/2023,SO1508,Pine Street Deli,Spring Water 24pk,Northwind,Beverages,16,19.12,14.32,23.29,276.23,0.0,238.62,NJ
09/01/2023,SO1509,Lakeside Provisions,Hand Lotion,Vanta,Personal Care,25,33.79,39.53,6.58,705.01,0.0,658.9,NJ
09/01/2023,SO1510,Summit Foods,Spring Water 24pk,Aurora,Personal Care,12,20.02,11.24,30.09,228.72,0.0,187.39,MD
09/01/2023,SO1511,Oakwood Retail,Cola 12pk,Vanta,Beverages,46,12.98,27.94,48.57,542.23,0.0,465.72,MA
09/01/2023,SO1512,Harbor Wholesale,Trail Mix,Aurora,Personal Care,41,38.88,74.6,24.61,1342.59,0.0,1243.38,PA
09/01/2023,SO1513,Riverside Market,Dish Soap,Aurora,Beverages,66,7.09,21.9,20.25,407.14,0.0,364.99,NY
09/01/2023,SO1514,Maple Grocers,Trail Mix,Crestline,Snacks,18,24.62,20.74,17.96,384.36,0.0,345.66,MD
09/01/2023,SO1515,Lakeside Provisions,Damaged,Crestline,Snacks,9,43.72,0.0,0.0,0.0,0.0,243.6,CT
10/01/2023,SO1516,Birch & Co,Dish Soap,Vanta,Personal Care,9,16.66,7.33,38.67,168.18,0.0,122.18,MD
10/01/2023,SO1517,Riverside Market,Cola 12pk,Northwind,Household,60,19.66,57.67,11.85,1030.7,0.0,961.18,NJ
10/01/2023,SO1518,Lakeside Provisions,Trail Mix,Aurora,Beverages,35,12.91,22.09,3.67,393.94,0.0,368.18,PA
10/01/2023,SO1519,Oakwood Retail,Spring Water 24pk,Vanta,Household,18,16.9,14.87,22.44,285.18,0.0,247.87,MD
10/01/2023,SO1520,Cedar Mart,Trail Mix,Vanta,Household,80,37.81,147.88,21.54,2634.13,0.0,2464.71,MA
10/01/2023,SO1521,Lakeside Provisions,Trail Mix,Vanta,Personal Care,24,27.69,32.49,47.43,621.43,0.0,541.51,NJ
10/01/2023,SO1522,Harbor Wholesale,Spring Water 24pk,Crestline,Beverages,61,10.02,29.88,8.38,536.3,0.0,498.04,PA
10/01/2023,SO1523,Lakeside Provisions,Trail Mix,Northwind,Personal Care,111,33.93,184.13,33.19,3286.17,0.0,3068.85,PA
10/01/2023,SO1524,Riverside Market,Spring Water 24pk,Crestline,Beverages,41,35.84,71.84,35.27,1304.46,0.0,1197.35,PA
10/01/2023,SO1525,Oakwood Retail,Dish Soap,Vanta,Beverages,60,27.58,80.9,43.41,1472.7,0.0,1348.39,NY
10/01/2023,SO1526,Summit Foods,Hand Lotion,Aurora,Personal Care,112,25.68,140.62,1.71,2485.92,0.0,2343.59,MA
10/01/2023,SO1527,Riverside Market,Spring Water 24pk,Vanta,Beverages,82,5.4,21.65,26.56,409.02,0.0,360.81,PA
10/01/2023,SO1528,Willow Distributors,Cola 12pk,Aurora,Household,24,5.17,6.07,32.0,139.17,0.0,101.1,MD
10/01/2023,SO1529,Maple Grocers,Dish Soap,Vanta,Personal Care,39,21.99,41.93,46.69,787.43,0.0,698.81,CT
10/01/2023,SO1530,Birch & Co,Trail Mix,Aurora,Snacks,73,7.34,26.2,29.23,492.03,0.0,436.6,DE
10/01/2023,SO1531,Summit Foods,Trail Mix,Vanta,Household,16,9.23,7.22,49.33,176.88,0.0,120.33,PA
10/01/2023,SO1532,Cedar Mart,Trail Mix,Crestline,Beverages,92,31.81,143.08,0.87,2528.58,0.0,2384.63,NY
10/01/2023,SO1533,Pine Street Deli,Hand Lotion,Vanta,Household,93,29.84,135.68,43.4,2440.34,0.0,2261.26,CT
10/01/2023,SO1534,Oakwood Retail,Dish Soap,Aurora,Snacks,99,13.68,66.21,26.09,1195.85,0.0,1103.55,DE
10/01/2023,SO1535,Willow Distributors,Cola 12pk,Vanta,Snacks,27,31.01,40.93,6.98,730.15,0.0,682.24,CT
10/01/2023,SO1536,Summit Foods,Dish Soap,Aurora,Beverages,49,9.03,21.63,46.99,429.16,0.0,360.54,CT
10/01/2023,SO1537,Willow Distributors,Hand Lotion,Crestline,Household,12,43.74,25.66,4.7,458.05,0.0,427.69,CT
10/01/2023,SO1538,Oakwood Retail,Lost,Northwind,Household,5,43.46,0.0,0.0,0.0,0.0,241.48,DE
11/01/2023,SO1539,Cedar Mart,Dish Soap,Northwind,Snacks,59,44.1,142.06,18.71,2528.5,0.0,2367.73,CT
11/01/2023,SO1540,Pine Street Deli,Hand Lotion,Crestline,Snacks,34,23.88,44.33,30.89,814.07,0.0,738.85,PA
11/01/2023,SO1541,Pine Street Deli,Hand Lotion,Vanta,Household,12,39.31,25.76,38.43,493.46,0.0,429.27,NJ
11/01/2023,SO1542,Willow Distributors,Cola 12pk,Northwind,Snacks,95,42.1,218.37,34.48,3892.39,0.0,3639.54,DE
11/01/2023,SO1543,Cedar Mart,Trail Mix,Aurora,Personal Care,37,28.23,57.03,47.04,1054.57,0.0,950.5,MD
11/01/2023,SO1544,Riverside Market,Hand Lotion,Crestline,Personal Care,18,19.54,19.2,32.56,371.83,0.0,320.07,NY
11/01/2023,SO1545,Harbor Wholesale,Dish Soap,Crestline,Snacks,94,17.64,90.54,7.96,1607.43,0.0,1508.93,DE
11/01/2023,SO1546,Lakeside Provisions,Spring Water 24pk,Vanta,Personal Care,68,5.02,18.64,48.86,378.14,0.0,310.64,MA
11/01/2023,SO1547,Willow Distributors,Hand Lotion,Vanta,Personal Care,45,44.72,109.88,37.62,1978.78,0.0,1831.28,MA
11/01/2023,SO1548,Oakwood Retail,Cola 12pk,Aurora,Beverages,81,15.12,66.87,5.46,1186.83,0.0,1114.5,NJ
11/01/2023,SO1549,Oakwood Retail,Trail Mix,Northwind,Beverages,102,19.97,111.22,16.35,1981.19,0.0,1853.62,MA
11/01/2023,SO1550,Oakwood Retail,Hand Lotion,Vanta,Beverages,106,21.4,123.85,45.07,2233.16,0.0,2064.24,NJ
11/01/2023,SO1551,Pine Street Deli,Trail Mix,Aurora,Snacks,17,36.51,33.89,21.78,620.48,0.0,564.81,CT
11/01/2023,SO1552,Lakeside Provisions,Hand Lotion,Crestline,Snacks,79,18.78,81.01,14.84,1445.94,0.0,1350.09,PA
11/01/2023,SO1553,Cedar Mart,Spring Water 24pk,Aurora,Household,75,3.24,13.27,16.23,250.63,0.0,221.13,CT
11/01/2023,SO1554,Riverside Market,Trail Mix,Aurora,Household,80,28.61,124.97,28.17,2235.95,0.0,2082.81,PA
11/01/2023,SO1555,Cedar Mart,Trail Mix,Crestline,Personal Care,23,19.32,24.26,22.43,451.06,0.0,404.37,PA
11/01/2023,SO1556,Riverside Market,Hand Lotion,Vanta,Personal Care,53,25.92,75.01,22.22,1347.35,0.0,1250.12,PA
11/01/2023,SO1557,Riverside Market,Volume Discount,Crestline,Beverages,1,-125.67,0.0,0.0,0.0,50.32,-135.66,MD
12/01/2023,SO1558,Maple Grocers,Dish Soap,Aurora,Beverages,7,25.78,11.26,47.57,246.51,0.0,187.68,DE
12/01/2023,SO1559,Harbor Wholesale,Cola 12pk,Northwind,Snacks,70,23.13,101.03,1.28,1786.17,0.0,1683.86,MA
12/01/2023,SO1560,Oakwood Retail,Cola 12pk,Northwind,Personal Care,30,7.57,14.17,7.45,257.8,0.0,236.18,CT
12/01/2023,SO1561,Lakeside Provisions,Trail Mix,Northwind,Snacks,52,27.37,88.81,26.68,1595.66,0.0,1480.17,DE
12/01/2023,SO1562,Lakeside Provisions,Spring Water 24pk,Vanta,Snacks,19,19.56,23.19,27.47,437.17,0.0,386.51,CT
12/01/2023,SO1563,Lakeside Provisions,Spring Water 24pk,Vanta,Snacks,50,33.16,103.46,47.78,1875.56,0.0,1724.32,NY
12/01/2023,SO1564,Riverside Market,Cola 12pk,Crestline,Beverages,113,37.54,264.7,21.54,4697.94,0.0,4411.7,MD
12/01/2023,SO1565,Oakwood Retail,Dish Soap,Northwind,Snacks,84,30.19,158.24,44.9,2840.54,0.0,2637.4,CT
12/01/2023,SO1566,Pine Street Deli,Hand Lotion,Aurora,Household,29,30.5,55.19,19.0,994.07,0.0,919.88,MA
12/01/2023,SO1567,Willow Distributors,Hand Lotion,Vanta,Beverages,72,42.25,189.82,17.58,3371.08,0.0,3163.68,PA
12/01/2023,SO1568,Cedar Mart,Cola 12pk,Crestline,Snacks,38,9.99,23.69,30.87,449.36,0.0,394.8,MD
12/01/2023,SO1569,Willow Distributors,Cola 12pk,Crestline,Beverages,56,31.14,108.82,46.48,1968.89,0.0,1813.59,DE
12/01/2023,SO1570,Oakwood Retail,Spring Water 24pk,Northwind,Snacks,32,25.64,51.2,15.57,920.07,0.0,853.3,PA
12/01/2023,SO1571,Summit Foods,Dish Soap,Aurora,Snacks,40,33.14,82.72,20.0,1481.34,0.0,1378.62,MA
12/01/2023,SO1572,Lakeside Provisions,Cola 12pk,Vanta,Snacks,81,20.37,102.96,6.09,1825.02,0.0,1715.97,MA
12/01/2023,SO1573,Lakeside Provisions,Trail Mix,Vanta,Personal Care,79,8.18,40.32,42.97,755.36,0.0,672.07,DE
12/01/2023,SO1574,Birch & Co,Trail Mix,Northwind,Personal Care,43,25.06,67.24,35.45,1223.37,0.0,1120.68,PA
12/01/2023,SO1575,Summit Foods,Dish Soap,Northwind,Personal Care,60,36.32,135.98,9.26,2411.61,0.0,2266.37,MA
12/01/2023,SO1576,Oakwood Retail,Spring Water 24pk,Aurora,Personal Care,60,43.44,162.64,24.18,2897.48,0.0,2710.66,NY
12/01/2023,SO1577,Lakeside Provisions,Cola 12pk,Northwind,Personal Care,11,37.26,25.58,18.68,470.51,0.0,426.25,CT
12/01/2023,SO1578,Lakeside Provisions,Hand Lotion,Vanta,Personal Care,49,29.59,90.47,47.57,1645.95,0.0,1507.91,NY
12/01/2023,SO1579,Willow Distributors,Spring Water 24pk,Aurora,Snacks,26,37.41,60.69,44.21,1116.47,0.0,1011.57,PA
12/01/2023,SO1580,Pine Street Deli,Trail Mix,Aurora,Household,13,36.34,29.48,32.33,553.13,0.0,491.32,NY
12/01/2023,SO1581,Willow Distributors,Hand Lotion,Vanta,Beverages,92,20.26,116.31,41.99,2096.78,0.0,1938.48,MA
12/01/2023,SO1582,Pine Street Deli,Cola 12pk,Aurora,Household,76,35.34,167.6,27.83,2988.7,0.0,2793.27,MA
12/01/2023,SO1583,Cedar Mart,Cola 12pk,Aurora,Snacks,95,35.78,212.1,13.74,3760.9,0.0,3535.06,CT
12/01/2023,SO1584,Riverside Market,Damaged,Crestline,Beverages,9,7.01,0.0,0.0,0.0,0.0,517.89,
01/01/2024,SO1585,Oakwood Retail,Spring Water 24pk,Crestline,Personal Care,59,27.64,118.88,8.4,2108.65,0.0,1981.37,MD
01/01/2024,SO1586,Harbor Wholesale,Trail Mix,Aurora,Household,103,39.51,296.67,23.64,5264.79,0.0,4944.48,MD
01/01/2024,SO1587,Summit Foods,Cola 12pk,Vanta,Snacks,25,7.02,12.79,1.18,227.2,0.0,213.23,MD
01/01/2024,SO1588,Harbor Wholesale,Spring Water 24pk,Northwind,Household,19,12.67,17.55,10.31,320.35,0.0,292.49,MA
01/01/2024,SO1589,Willow Distributors,Cola 12pk,Crestline,Snacks,15,12.74,13.93,19.55,265.67,0.0,232.19,PA
01/01/2024,SO1590,Pine Street Deli,Cola 12pk,Crestline,Household,61,23.86,106.1,49.39,1923.87,0.0,1768.38,MD
01/01/2024,SO1591,Summit Foods,Hand Lotion,Aurora,Beverages,39,28.08,79.83,33.79,1444.19,0.0,1330.57,PA
01/01/2024,SO1592,Summit Foods,Trail Mix,Northwind,Snacks,46,20.98,70.35,35.88,1278.8,0.0,1172.57,DE
01/01/2024,SO1593,Harbor Wholesale,Hand Lotion,Crestline,Personal Care,117,3.66,31.22,17.05,568.56,0.0,520.29,NY
01/01/2024,SO1594,Lakeside Provisions,Hand Lotion,Crestline,Personal Care,50,7.37,26.86,36.22,510.81,0.0,447.73,NJ
01/01/2024,SO1595,Lakeside Provisions,Cola 12pk,Aurora,Household,46,41.03,137.59,38.63,2469.39,0.0,2293.17,DE
01/01/2024,SO1596,Cedar Mart,Hand Lotion,Crestline,Household,40,6.6,19.25,44.71,384.72,0.0,320.76,MA
01/01/2024,SO1597,Riverside Market,Hand Lotion,Aurora,Household,7,19.85,10.13,18.35,197.3,0.0,168.82,MD
01/01/2024,SO1598,Birch & Co,Hand Lotion,Aurora,Snacks,74,17.91,96.62,3.47,1710.38,0.0,1610.29,CT
01/01/2024,SO1599,Cedar Mart,Dish Soap,Northwind,Household,53,37.94,146.59,33.48,2623.22,0.0,2443.15,MD
01/01/2024,SO1600,Oakwood Retail,Cola 12pk,Crestline,Snacks,48,12.82,44.86,27.0,819.52,0.0,747.66,MA
01/01/2024,SO1601,Oakwood Retail,Spring Water 24pk,Vanta,Beverages,106,27.9,215.59,34.01,3842.84,0.0,3593.24,NJ
01/01/2024,SO1602,Maple Grocers,Spring Water 24pk,Vanta,Snacks,48,16.62,58.16,16.65,1044.09,0.0,969.28,CT
02/01/2024,SO1603,Maple Grocers,Hand Lotion,Vanta,Snacks,106,26.43,220.85,36.53,3938.17,0.0,3680.79,DE
02/01/2024,SO1604,Pine Street Deli,Trail Mix,Northwind,Household,34,17.01,45.59,29.02,834.45,0.0,759.84,NJ
02/01/2024,SO1605,Pine Street Deli,Spring Water 24pk,Crestline,Household,62,43.22,211.23,8.77,3740.58,0.0,3520.58,DE
02/01/2024,SO1606,Maple Grocers,Hand Lotion,Northwind,Household,35,34.7,95.74,8.52,1699.9,0.0,1595.64,DE
02/01/2024,SO1607,Lakeside Provisions,Spring Water 24pk,Northwind,Beverages,110,7.06,61.22,22.52,1104.06,0.0,1020.32,NJ
02/01/2024,SO1608,Cedar Mart,Spring Water 24pk,Northwind,Snacks,20,3.05,4.81,15.04,99.99,0.0,80.14,MA
